"miRNA","BC.M.002","BC.M.003","BC.M.014","BC.M.015","BC.M.017","BC.M.019","BC.M.022","BC.M.023","BC.M.065","BC.M.066","BC.M.068","BC.M.069","BC.M.083","BC.M.085","BC.M.086","BC.M.088","BC.M.089","BC.M.091","BC.M.098","BC.M.106","BC.M.112","BC.M.119","BC.M.122","BC.M.139","BC.M.144","BC.M.146","BC.M.148","BC.M.150","BC.M.163","BC.M.201","BC.M.209","BC.M.220","BC.M.223","BC.M.232","BC.M.234","BC.M.263","BC.M.264","BC.M.269","BC.M.275","BC.M.277","BC.M.300","BC.M.308","BC.M.309","BC.M.341","BC.M.355","BC.M.357","BC.M.359","BC.M.363","BC.M.378","BC.M.381","BC.M.388","BC.M.406","BC.M.430","BC.M.451","BC.M.457","BC.M.470","BC.M.488","BC.M.493","BC.M.512","BC.M.570","BC.M.632","BC.M.722","BC.M.018","BC.M.020","BC.M.024","BC.M.031","BC.M.034","BC.M.042","BC.M.044","BC.M.053","BC.M.057","BC.M.064","BC.M.067","BC.M.071","BC.M.075","BC.M.079","BC.M.080","BC.M.101","BC.M.185","BC.M.218","BC.M.221","BC.M.222","BC.M.246","BC.M.247","BC.M.267","BC.M.283","BC.M.298","BC.M.318","BC.M.321","BC.M.338","BC.M.373","BC.M.371","BC.M.476","BC.M.551","BC.M.579","BC.M.627","BC.M.630","BC.M.709"
"hsa-miR-143-3p",9.549951,8.501027,8.596519,8.355062,8.2172785,8.391192,8.885348,9.934927,10.580571,9.274706,9.056473,8.373321,8.315689,8.361443,8.658232,7.520676,9.662948,7.445312,8.646148,8.338561,8.422897,9.253735,9.847404,8.244254,8.377493,8.455939,6.940769,9.379445,8.766759,8.360592,7.788099,8.329076,6.65713,7.7084765,8.120383,7.951535,9.818195,8.501091,9.388811,9.386721,8.404613,8.837626,9.114757,9.018299,7.5330863,8.038204,8.761857,8.984576,9.154555,9.262868,8.91177,8.708172,9.209204,8.963609,8.382929,8.2555,8.071977,9.177961,8.051161,8.352125,8.516647,7.1383243,7.65767,9.757059,8.919502,9.314689,9.242894,9.105227,9.294627,6.5377064,8.18101,8.397632,8.381663,8.0440445,8.859404,9.128328,8.491079,8.936442,6.8483787,8.370931,8.498951,8.301026,7.218659,7.8428583,7.204192,7.5160875,8.553699,9.087001,6.7767243,9.175739,9.081128,9.471549,8.022242,8.822482,7.962335,7.8421826,8.329505,6.788924
"hsa-miR-143-5p",4.9108458,3.5313356,4.5225487,3.7519567,3.9570851,4.6077967,4.425988,5.7073894,5.8849154,5.0802197,4.2771397,3.8094518,3.7764037,3.6430142,4.6874113,4.0266023,4.9895344,2.6672592,4.1143928,4.140299,4.2430058,4.560332,5.4920692,3.2110436,4.374334,5.2612433,2.9184022,5.0752997,4.333846,4.0371757,3.149765,3.693336,3.1283686,4.10039,4.091299,4.123575,5.04279,5.383671,4.9760575,5.2975893,3.6262393,4.1087146,4.575382,4.1553545,4.3412232,3.632352,4.0031834,4.6928024,3.8667874,4.7299256,4.387294,4.83304,4.8163304,4.1452813,3.901901,3.6827168,4.8440294,4.6369314,3.2433689,3.5802078,4.2127843,2.4336174,3.0596557,5.2234674,4.5228157,4.77648,4.0472136,4.623032,5.0121045,2.488729,3.406924,3.6617002,4.155268,3.846419,3.6559832,4.794864,4.170946,4.443719,3.8228128,5.063394,3.659693,3.9427745,3.6628575,3.804848,2.7820048,2.9408274,3.9898,4.631512,3.1350832,4.7944603,4.390228,4.680916,4.200212,4.1019583,3.4839303,3.3903456,3.552115,2.797357
"hsa-miR-144-3p",7.1504292,4.506394,3.6670508,5.138516,2.6355417,6.8213277,6.254343,9.0484085,6.846319,5.187436,5.881166,7.296977,4.3359118,6.5882425,6.685696,7.432422,6.9307837,3.0763237,8.86491,6.616044,3.3598905,5.1661677,6.5473223,4.7444105,5.258689,6.864588,4.778843,5.0537534,3.7329068,5.199305,7.2268376,7.3240175,9.702924,7.0000424,7.623781,4.57899,5.7185163,2.3841584,5.4659534,5.639838,6.579599,7.474098,6.0473137,7.8235893,4.3754015,7.6429152,7.056112,5.6510553,5.244109,4.163442,6.1283436,4.6450777,6.2708864,5.582958,4.289953,5.5543146,5.1866264,3.5089133,4.3038898,4.365134,5.2146826,5.6964235,4.4608703,3.5136206,4.984722,6.1017957,2.8545816,2.9411159,5.0117803,3.6323507,8.564487,5.116534,5.47631,4.1425996,6.982846,2.875421,2.8376393,3.9780767,4.7674174,5.919199,5.1673365,4.7861133,4.38839,5.567888,5.4113173,4.065744,7.6398325,6.90215,8.785231,5.5739145,7.323149,4.210308,3.11174,5.0555134,4.9433975,3.2364707,4.729557,8.625996
"hsa-miR-144-5p",3.408527,2.51749,1.5360744,2.60791,0.9453274,3.627566,3.439301,6.740113,4.724756,3.163659,2.0542288,3.080583,1.0508977,3.1009243,4.130142,3.2087429,3.9837792,1.3045058,6.514775,4.4320593,1.1126748,1.7775319,4.003709,1.7170945,2.3941126,2.7656226,1.3450546,2.7746887,1.9971986,1.2215658,2.5805752,4.242604,3.671669,1.8506565,4.2741766,1.5301262,2.76793,0.36514565,2.3218095,3.0376275,4.5392694,5.1572084,3.0246992,4.9865174,3.3644269,4.385043,5.17331,3.8737323,2.9903104,1.9838811,3.9170876,2.602684,3.2924967,2.879856,1.1889307,3.874133,1.9824535,0.9433698,1.3695657,1.6868618,1.5834104,3.4838216,1.9981527,1.5652511,3.300594,3.0502226,1.4044708,0.805476,3.1316864,1.8941659,4.6885757,1.9208952,2.2437906,0.48554975,3.5193586,1.263895,1.0311162,1.5741005,1.3297818,0.27997777,2.103635,1.206687,1.8943595,3.0483956,1.8655913,1.8036904,5.30428,4.154224,5.1561437,3.6057844,4.8819575,2.7354443,0.95199776,3.6702015,2.1043587,0.7396327,1.7179825,5.888343
"hsa-miR-145-5p",11.372249,10.339506,11.043169,10.635875,10.539401,10.952316,10.55277,12.260736,12.332246,11.338915,11.123264,10.964569,10.491364,10.0055065,11.108581,10.445462,11.566004,9.250012,10.673524,10.346884,10.525901,11.325027,11.803871,10.219518,10.0001545,10.989767,8.773486,11.441226,11.053033,11.02105,9.453706,10.153099,8.400928,9.8100195,9.22145,10.547363,11.678122,11.8488865,11.17938,11.368748,10.183982,10.863797,10.887606,11.042665,10.633807,10.113583,10.86485,11.421408,11.215313,11.450604,11.154243,10.158275,11.445104,11.1716,10.618713,10.442334,10.823705,11.132952,10.506168,10.278566,10.553846,9.279545,9.566862,12.159113,11.2900305,11.249807,11.45305,11.003401,11.513704,8.154455,10.0862875,10.961059,10.260173,9.925467,10.917111,10.807979,10.379162,11.055803,8.459048,10.663461,10.406178,10.367548,8.530344,10.339732,9.15304,9.495956,10.458868,10.768868,8.386244,11.135615,11.452984,11.668874,10.649889,11.289813,9.633801,10.613084,10.129023,8.074106
"hsa-miR-145-3p",6.328865,5.687412,5.3233323,5.177725,5.129225,5.3169613,5.6283283,6.673558,7.2508807,6.2761936,6.221982,4.7307115,5.419228,5.0460453,5.657078,4.5091553,6.4441576,4.487264,5.629666,5.2533526,4.8841195,6.238204,6.6108522,5.1339254,5.1557965,5.280073,3.7237206,6.413554,5.961016,5.087495,4.889487,5.4094396,3.3954222,4.7076426,5.103471,4.9416127,6.595945,5.5772038,6.2291546,6.098607,5.369669,5.7445035,5.9811826,6.1278877,5.2718277,5.08698,6.0676155,6.034201,6.401025,6.4205966,5.967177,5.645951,6.254842,6.037034,5.548032,5.4337015,5.455913,6.2940035,5.453663,5.113874,5.1620393,4.3023534,4.6430874,7.045845,5.908671,6.367167,6.5112095,6.0048094,6.252502,3.6445706,4.9187613,5.628898,5.58081,5.1246576,5.351928,6.112166,5.638262,6.029715,3.8108838,5.3180466,5.60553,5.3514695,3.6545641,5.137103,4.1034126,4.540127,5.8435097,6.2426605,3.9284873,6.341486,6.3580337,6.637235,5.51943,6.394196,4.793318,5.0000043,5.2051187,4.0758266
"hsa-miR-146a-5p",8.836944,8.648356,7.8883157,9.411538,7.3380256,9.369954,7.4204407,7.9537497,8.3103075,9.41156,7.5189238,7.4496975,8.229579,9.750877,8.470132,8.220645,9.696734,10.221394,7.5999317,8.436648,6.996319,9.713729,7.342837,8.881445,8.532797,8.119076,8.134463,7.447222,10.122486,6.548422,9.858781,10.863872,5.882247,8.649785,8.199707,8.045089,7.5293174,7.118917,7.6680756,7.2582865,7.6427712,9.133878,8.100396,7.55867,7.0690546,7.365503,8.950718,8.217367,8.729253,8.989668,9.089599,8.764489,9.30611,7.971601,9.798318,8.321079,7.869439,7.9811664,10.422047,7.2626643,8.447704,10.387858,9.536262,7.789957,8.090114,9.185603,8.289126,10.39289,8.867682,7.5449243,8.00984,8.27858,8.904243,9.456989,8.029017,9.548559,8.481857,7.681653,7.563736,7.8650885,8.456513,9.581163,9.897573,9.573786,10.72613,10.330707,9.039393,8.701352,9.8224745,7.7896624,7.753371,7.8337755,7.733867,10.021354,8.172556,7.6315207,10.380701,10.244845
"hsa-miR-146b-5p",8.000415,8.363228,7.267755,8.611521,7.152453,8.559175,8.589977,8.414941,7.7837634,9.138002,8.266093,6.9264545,8.893462,9.0005455,8.392813,8.726078,9.3162155,9.541442,8.217853,8.482638,7.9396625,9.860974,6.45073,8.87874,8.758434,9.362022,8.341119,7.974493,9.340468,7.799979,9.315336,8.967132,5.968441,8.721232,8.513401,7.928095,7.8217406,6.862347,7.634861,8.020513,8.7692585,8.774343,8.535629,8.719275,7.4163446,6.9227405,8.694626,8.61567,8.5635805,8.234212,9.159317,9.364822,8.6587715,8.998995,10.20358,8.666958,8.249962,9.409055,9.916502,7.83418,8.267559,10.018791,8.45886,9.178614,8.579306,9.379605,9.842829,9.462262,10.048821,8.958423,8.342769,9.475126,9.063278,9.285076,8.765004,8.918092,8.610394,8.462844,8.7358055,8.34571,9.113627,9.150829,9.909058,9.6871805,9.603385,10.295054,9.814488,8.617837,10.571894,8.2301655,9.175815,9.031228,8.497455,9.570954,8.1000185,7.452504,10.74419,9.139361
"hsa-miR-148a-3p",11.155863,10.855731,9.985023,11.174843,10.56338,11.096511,10.851566,10.34029,11.31903,11.412695,10.926839,11.08572,11.257287,10.02813,11.747774,9.220058,10.644055,11.396906,10.711803,13.57373,10.824739,12.788235,13.413078,11.306838,9.235506,10.491077,9.555239,10.172408,10.804467,8.783706,9.85113,12.408072,7.49863,8.9526825,10.906862,12.108933,12.152206,9.061165,12.124153,12.388873,10.745939,10.605999,10.093684,11.399951,9.3556385,8.810843,10.943819,11.133126,11.475097,12.141594,10.664904,10.998034,11.999053,12.639953,10.717847,9.958916,9.87093,11.2189665,11.403722,9.060476,10.324844,11.475041,11.794818,12.294481,11.373985,11.242548,11.344607,11.575599,10.565791,10.848167,12.796241,10.670534,9.598619,10.083251,11.768136,14.132519,12.133409,11.20509,10.357485,9.704762,10.751415,10.953877,10.495341,9.604782,10.507851,11.334043,11.380235,11.898741,12.14924,11.424944,11.418881,11.842708,12.180415,10.76728,10.201216,11.207063,11.232034,11.774035
"hsa-miR-148a-5p",1.7862469,0.9632442,1.1804461,2.7490036,1.3436956,2.4539642,1.1808977,1.2762208,2.1900048,2.1767344,0.5544399,2.3986528,1.861015,0.8989722,2.6605084,1.4170126,0.97989386,2.129018,1.0843477,4.006402,1.278236,3.5649052,3.7722344,1.3590523,0.5139067,2.3234155,0.84583664,0.24759655,1.3471928,0.7396162,0.41863412,3.0776157,0.20770133,0.54338,1.4167382,3.5949833,2.4841833,1.7031069,3.1366403,3.3686166,0.92567647,0.96294546,1.0308759,2.0458753,2.864473,0.078128,1.4104042,1.7053853,2.1496131,2.7440617,1.6645954,1.4870977,2.35302,3.7387474,1.298385,0.45368218,1.669273,1.6030719,2.270201,0.17734973,0.936457,2.7048378,1.6101906,3.0030627,1.3600454,1.7879754,1.8665555,2.4736085,0.6610515,2.3841498,3.7265773,0.747329,0.7031356,0.9849468,1.7284613,5.446736,2.61921,1.2550704,2.4380028,0.6200672,1.1222291,1.7130076,1.2134395,0.65520006,1.6587456,1.9154184,2.4265509,2.75057,3.508047,1.8258468,2.0328352,3.167742,3.5134954,1.2693095,1.2404525,2.649761,1.6480466,2.7519217
"hsa-miR-148b-3p",7.645849,9.086078,8.669117,8.272162,8.467871,8.345126,8.357412,7.8393707,8.488683,8.244468,8.824427,8.531194,8.027295,9.06984,8.006035,7.194391,7.875334,7.994205,8.358044,9.495107,8.491455,8.205345,8.911905,9.161199,8.920778,7.378082,8.314089,9.151888,8.102468,8.060558,7.5150833,9.462558,8.729301,7.47661,8.350533,9.037286,8.397311,7.413555,8.74844,8.110057,8.071067,7.936407,9.304406,7.873773,5.5108314,8.450038,8.010009,8.238833,8.189149,8.787809,8.496774,9.5078335,8.442068,8.179311,7.573095,9.482558,7.9441752,7.9561367,8.079275,7.934083,8.291438,9.21276,8.162001,8.404783,8.832105,7.485958,8.4532585,8.34505,7.982751,7.6334453,8.72088,8.128838,7.429648,7.139476,8.475739,8.525357,7.8284364,8.1744995,6.7373013,6.8764477,7.492919,8.2671795,7.5776696,7.441751,7.4892473,8.300569,7.305866,8.408484,8.023714,8.270578,8.442553,8.528537,9.255657,7.561819,7.3127794,6.785248,8.037119,6.4706635
"hsa-miR-149-5p",4.696121,5.096023,6.7984605,4.7532644,7.0526423,5.1578145,4.346737,6.2137485,4.155357,6.8940125,6.20866,8.13649,4.720441,7.7972064,7.9402375,6.835106,4.847714,4.613831,8.441942,7.804603,5.8271294,5.013423,8.709975,9.261097,8.369362,5.757059,3.941819,8.089944,5.3833637,8.737421,5.319698,8.474431,7.576933,5.235792,8.68512,6.790815,4.3293185,7.1844554,6.3547196,5.96962,4.851504,7.5138097,7.472754,6.1273594,6.3537173,6.3727303,6.2149916,5.890165,7.9702854,8.014488,6.664715,7.058056,5.9775543,5.107828,6.400269,8.31122,7.4679594,6.5270286,7.285571,7.815104,8.192869,7.465301,2.9717653,4.6156354,5.298792,4.676387,6.834797,4.47774,4.706066,4.6499753,3.9864566,6.4845486,3.7967265,3.9759285,4.495762,4.750135,6.1680255,6.3980746,3.9665883,3.3559911,2.744078,6.3583093,4.0138226,5.506582,2.6744514,6.1903167,4.115023,6.9175277,2.6324756,5.4693346,7.173638,4.3360963,5.476886,4.482789,5.314814,4.654768,3.2767136,4.113076
"hsa-miR-149-3p",4.828959,1.8286864,4.478183,3.901401,4.9727473,4.538396,3.8143272,3.4671032,3.370619,3.695656,2.9964297,4.326187,4.0720854,2.1719415,2.642156,4.6056333,3.3567126,3.2670107,3.2677069,4.1893606,3.806995,1.4041741,3.9016562,4.387445,4.220083,3.36604,3.7373824,4.1983542,3.768073,4.701413,3.8034668,3.6817122,4.1856074,4.521898,3.803449,3.679362,3.5902765,4.556181,3.0705078,2.2034245,3.9373946,3.932301,2.0045164,4.5725565,4.535265,4.450141,3.9796672,4.2087255,4.169336,3.458479,3.6338472,2.6265264,3.2671995,3.0282862,3.3716369,4.1672564,4.0145407,4.057198,3.3739915,5.3742185,4.4082212,2.3340902,2.7504177,3.4528692,2.9674942,2.966244,3.4416168,3.7836602,5.299472,3.18124,2.9946978,4.1159616,3.738575,4.914788,3.6977205,2.3699958,3.031542,2.6541328,4.019409,5.3806734,4.1059012,3.2636688,3.778306,3.6475914,3.8597953,3.2628927,3.4369006,2.9709587,2.4738312,3.6291747,2.5736945,3.3879006,3.2473779,3.864974,4.929653,5.1842127,2.7566793,1.9888431
"hsa-miR-150-5p",9.080347,8.693448,6.2870984,10.019887,7.066037,9.5465975,7.393808,9.384157,7.7787266,11.099718,7.966333,8.691051,8.910135,10.709542,9.546427,9.097784,11.339893,11.56412,9.224515,9.127489,5.601021,11.345511,5.701195,10.864732,9.574923,8.499514,8.911011,8.275106,12.035321,6.9137535,11.982714,9.735085,4.231431,9.815949,10.130927,7.4078074,7.9100556,6.516034,7.544471,7.3284073,9.47874,11.626553,8.4756155,9.149501,8.14426,8.207748,9.395401,10.482857,9.665692,8.411746,10.135579,9.705155,10.243339,9.759211,11.839971,9.014697,8.082662,7.813969,12.237038,8.862705,8.713294,10.961219,8.501077,7.5225873,7.609103,9.212848,10.296461,9.961032,10.764007,8.056788,10.703817,10.584617,8.774387,9.973832,9.7696085,9.250105,8.242327,6.6664305,9.436549,8.153389,10.314911,11.398305,8.149602,11.478181,12.207525,11.327274,10.785564,8.960618,10.492566,8.5217085,9.090357,9.418312,8.022502,12.380555,8.329616,9.049861,11.78303,8.923555
"hsa-miR-150-3p",8.156493,6.878252,8.090816,8.1658945,8.875763,7.8669424,7.734306,7.344361,7.5174456,7.311064,7.267391,8.300523,8.003222,7.0085835,6.8990116,8.0395155,7.4955063,7.848012,7.2186656,7.7215214,8.21084,6.3926406,7.3385625,7.478389,8.146664,7.669977,7.2503133,7.5965285,7.455825,8.004712,8.197212,8.07384,7.5541124,8.184988,7.3914146,7.749369,7.308056,8.184141,7.50697,7.077566,8.177084,7.2606053,6.710662,8.553725,9.174688,8.2282295,8.3152,7.6661687,8.002603,7.6204906,8.028632,6.7620234,7.433766,7.3531675,8.064568,7.954363,8.012484,7.760107,7.325407,9.059727,8.049645,7.138334,7.289922,7.802998,6.953151,6.8569303,7.2058177,7.598774,7.700415,7.1768007,7.4123917,8.211935,8.04489,9.079271,7.976215,6.479156,7.3529763,7.2782955,7.9754925,8.144124,7.293095,7.4203243,7.4070086,7.531875,8.054231,8.247082,7.198304,7.245013,6.853782,8.007297,7.076791,8.1780615,8.323195,8.512362,8.89899,9.131026,7.0950994,6.909813
"hsa-miR-151a-3p",7.202012,8.056667,7.6185293,7.69757,7.3579764,7.4442973,7.5686145,7.0247097,7.363361,7.561604,7.71306,7.6316705,7.015212,8.378242,7.499708,7.7288313,7.2419033,6.965265,8.1578045,7.728577,7.73539,7.633373,8.088255,7.802044,9.19249,7.586152,8.720751,7.690838,7.3716545,6.8738103,6.424413,7.6245193,7.9975095,7.358405,8.869889,7.7097745,7.282476,7.5107727,7.697966,7.570125,7.237016,7.241242,9.348427,6.847552,6.370733,8.608842,6.933186,7.5897183,7.7993217,7.382519,7.5868793,8.532317,7.811823,7.3589215,7.416575,7.8169074,7.9462132,7.147479,7.289518,7.3444786,7.6324916,7.092529,7.899644,8.377572,8.162108,8.214242,7.5190077,8.249673,7.3980393,8.155453,6.122252,7.2848268,8.182845,7.254135,7.2603946,7.723097,7.231972,7.330204,7.5355954,6.5941176,6.8821473,7.593784,8.753773,6.6773357,7.7719064,8.411645,7.3980346,8.038949,7.919036,7.567429,7.2744155,8.044073,8.706993,7.0669746,7.889608,6.523814,8.150234,8.0433
"hsa-miR-151a-5p",9.42994,10.2538185,9.167902,8.995647,9.189836,8.856164,9.670259,9.40582,9.546365,9.773481,9.741042,9.96406,9.301657,10.530712,9.772664,8.465655,9.609026,8.859966,10.126245,10.051187,9.36579,9.9926605,10.118439,10.143703,10.948036,8.736867,10.134631,9.695112,9.692141,8.446048,8.6815,9.983406,9.261016,8.914104,11.201212,9.463049,9.770693,8.395389,9.596332,9.178953,9.501191,9.544378,11.720924,9.336374,7.50952,10.283111,9.2342,9.808934,9.815045,9.907075,9.725698,10.554907,10.041096,9.782009,9.668037,9.814659,9.308307,9.413939,9.282114,9.327063,9.3923855,9.220342,10.513605,10.372851,10.374658,10.435286,9.974435,10.445227,9.681063,10.034933,7.997773,9.102327,9.785468,9.028713,9.7227545,9.673951,9.641998,9.647824,9.61621,7.841326,9.171228,9.9403925,10.442842,8.668771,9.302217,10.340118,9.554019,10.186068,9.997703,9.684158,9.652226,9.788402,10.23548,9.463203,9.384656,7.840974,10.51414,9.845313
"hsa-miR-152-3p",6.737869,6.5970597,7.6604795,7.030058,7.507433,7.587579,7.3591514,7.1657643,7.6543994,7.857095,6.807666,6.6156445,6.872338,6.170566,7.9941163,6.713176,7.078918,5.8630266,6.76804,6.645228,7.2310863,7.679286,6.9824386,5.71032,6.787887,7.2867637,6.0177374,7.1486597,6.9775953,5.7943735,5.8241444,7.3079295,5.7093654,5.3625646,5.6828265,6.9350324,7.4965916,7.412475,7.759896,6.02033,6.794987,6.0177574,7.093107,7.465117,4.4636207,5.9043393,7.1869893,7.029063,6.4060426,8.089731,7.317379,7.6175723,7.4049635,7.047789,6.5867257,6.148492,7.516833,7.580103,7.110614,6.4917336,7.243782,8.072124,4.7900496,8.118445,7.816589,7.717019,6.6165504,7.009129,7.100918,5.334943,5.3536224,6.000514,6.3241,6.588685,7.3184233,7.713688,7.798983,7.8960514,6.187073,7.03449,6.211668,6.8780437,6.377003,6.5270176,5.475732,6.172685,6.5399113,7.2872267,5.7064877,7.3867154,7.3819623,6.504936,7.930261,6.7252893,6.3582497,5.832412,5.918841,5.6226554
"hsa-miR-153-3p",1.9798895,1.4556185,1.531386,1.830602,0.94620407,1.5290198,2.0992773,1.8854358,1.2664521,0.28933156,2.6556518,2.2165196,1.9753966,5.6397295,1.4306748,1.9137793,3.9112928,1.3046644,2.370902,1.882653,1.1130725,2.0955484,1.6093533,1.3971895,1.6042794,1.9934174,1.3403348,0.5248105,1.1337888,4.900521,3.1169193,1.0152364,0.7122346,3.825227,1.0078504,1.3444138,2.1130562,0.3656619,1.1738741,0.9844482,1.4104501,0.80762124,1.5408707,0.72157645,3.364281,3.0985312,0.8975759,2.608747,1.1083279,1.9454525,0.8162554,1.06036,1.9120754,1.9299375,0.93344617,0.6973175,1.9798801,1.8268834,2.1202013,3.615647,1.3935363,1.2335142,1.2039657,1.5598854,1.0304124,1.9604075,2.286451,1.6379689,2.0613172,3.301766,1.6906588,2.6828113,1.4922143,1.2536428,2.0947714,1.2636392,1.3775127,1.4818416,1.3267279,0.12564033,1.1230911,1.219384,1.7076102,1.151138,1.6924556,2.1375525,0.72114486,1.0130364,0.8891535,1.2359331,1.9437716,0.77021486,1.2024279,0.80018944,-0.1893205,0.742239,1.0076667,1.776105
"hsa-miR-154-5p",4.8389087,4.0956335,4.551918,4.4258113,4.920164,3.8338344,4.3615503,4.7275405,3.3936837,5.114396,4.666055,3.9225826,4.801196,3.3312771,5.3319945,4.3328075,4.5347476,4.45805,4.3900757,4.4661055,4.60045,5.383304,4.354142,3.8113186,3.497778,4.4480624,2.5740128,4.448437,4.9154606,4.9587812,4.312522,3.6011643,3.276003,3.9771132,3.2222543,3.981842,4.7196193,4.2620277,4.633206,5.190808,4.582823,3.655645,4.248386,4.814474,5.3515887,3.5174153,4.778496,4.7156916,4.3557224,5.560687,5.113682,5.0469074,4.903613,5.4144464,4.833451,4.1339216,5.326053,5.419195,5.223376,4.2254314,4.3138175,3.38137,2.0287619,5.3205466,5.506277,5.037597,5.1741076,4.4636984,5.0536175,4.9739375,4.3605375,4.9943814,3.762641,3.6739683,4.585712,4.8286085,5.581224,5.451753,2.9260142,4.5236177,3.768006,5.0294037,2.745688,4.0836034,2.992224,1.8342837,3.8910735,3.7624733,2.8096006,4.5404377,5.669498,4.0676675,4.7252865,5.0849576,3.6641252,4.16818,3.7598069,3.52969
"hsa-miR-154-3p",3.145571,3.116779,2.711147,2.7786825,3.8214242,2.7143478,3.1302955,3.660528,1.5630971,4.366216,3.9681485,2.480686,3.7844088,2.4285502,3.6962814,2.6874242,3.6249313,4.9550986,3.2632968,3.2076132,3.2937357,4.452197,3.0233972,2.056576,2.6139162,3.127775,1.7566829,3.4913027,3.5143273,2.295428,3.564195,2.9126666,1.6421655,2.4199317,2.700219,2.1288166,3.7597291,1.975984,3.7327275,4.120273,3.3506877,3.1124904,3.3152854,3.8230712,3.366831,2.4786344,3.3329024,3.495973,3.2587466,4.4458776,3.9177105,4.2644196,4.0957556,3.942226,4.6621637,3.086639,3.445857,4.222862,4.227562,2.6921918,3.092397,2.3893063,1.2886434,3.8226113,4.5027566,4.609091,3.776145,3.2502234,3.8681054,6.1962323,4.173241,3.4505305,2.4616933,2.4419875,3.3693414,4.255782,5.0414715,4.4239783,1.6187234,4.164256,2.8232522,3.8358173,2.1374457,2.4889035,2.2419724,1.8026392,3.9555705,3.435921,2.0774531,3.9633026,4.243703,2.8181634,3.0899768,3.8066964,3.0478923,1.8812886,2.9038692,2.6294165
"hsa-miR-155-5p",5.705746,7.936797,6.946415,8.799399,6.2178636,8.511166,6.577419,7.201917,7.625604,9.21915,6.7426395,7.4483833,7.0781918,8.986753,7.5323367,8.026398,8.7854595,9.709562,7.047862,7.409326,6.591223,8.534869,6.0637774,8.462416,7.863685,8.114907,8.141423,7.491903,9.032709,4.981709,8.954596,8.435573,5.2745104,7.8601623,7.7165875,7.287302,6.8003297,6.398541,7.099466,6.2217174,6.811686,8.562484,7.644671,6.4097066,6.05264,6.5027857,7.673204,7.578426,7.445005,7.6841836,7.844289,8.073649,8.224388,6.8670287,9.260527,7.274799,7.319469,7.313672,9.954931,6.5966644,7.36135,9.767581,7.7823,7.444936,7.1267996,7.5021496,7.147921,7.7408805,8.142925,8.051103,7.231399,7.353083,8.30022,8.2506075,7.255983,8.561021,6.7393155,6.945742,8.266436,6.920791,7.7860394,8.694667,10.117246,9.458418,9.877968,9.946819,8.586154,8.297774,10.057507,6.8424454,6.4843955,7.089204,6.955791,8.862228,7.761963,6.455604,10.3153515,11.192512
"hsa-miR-155-3p",-1.1360308,0.9568174,1.0316669,1.3322494,0.44406044,1.0319614,0.20186517,1.2744516,0.6743341,-0.20731813,0.24081142,1.7178023,-0.609169,0.89231193,0.02530062,1.4187337,0.7199308,1.3236487,1.0770049,1.382233,0.6114911,-0.32069173,1.0992943,0.4729902,0.51000524,1.4997393,0.84360987,0.017607022,0.63644993,0.73082024,0.40270618,0.2231898,0.2028496,0.5448844,0.5036901,0.847573,1.3443252,-0.13255516,0.42378786,0.48672014,-0.22990234,0.31083962,1.0311167,-0.22860564,2.8646333,0.07489276,-0.30127403,0.12010005,-0.17046568,-0.66638815,-0.35812795,0.5654387,1.4131591,0.3185984,0.43353245,0.19581403,1.483152,-0.55755913,1.2501935,0.17535219,0.8908498,0.8319289,0.7049402,1.062483,0.5294029,0.6334771,-0.26252365,0.30394572,0.3664719,-0.1283753,1.1913867,0.6909803,0.42651904,1.2019593,1.5913656,0.79201216,-0.21986437,-0.038483802,0.9015193,-0.37681645,-0.40069687,0.032650296,1.2211897,0.76561695,2.0052674,1.5601374,0.22524938,0.5089528,2.1552906,0.5827168,-0.006897488,0.2709215,-0.23047537,0.74964494,-0.68177164,0.23967296,1.7350264,3.1568863
"hsa-miR-15a-5p",9.721898,11.823048,10.479058,10.433082,10.195761,10.238929,10.27793,10.579332,11.7885,10.648361,11.946801,10.05935,10.405095,11.6855,11.405418,10.057829,11.259425,10.528864,10.681411,12.660164,11.335913,10.813369,12.933179,11.309574,10.622993,10.245373,10.395762,11.016685,10.958168,9.518474,10.564464,11.928992,9.887323,10.189438,10.915206,11.33453,11.74387,9.148091,11.5007925,10.749942,10.935639,10.662195,11.761423,10.523229,8.215299,11.431591,11.313757,11.238083,10.5768385,11.31503,10.415901,11.862755,11.617809,10.690046,10.763734,11.101617,10.385045,10.038213,10.734728,10.36578,10.891896,10.974593,10.61997,9.995594,10.845394,11.194992,10.59223,10.380634,10.250083,9.532913,11.591056,9.953849,10.208549,10.09494,10.937836,11.290142,10.015307,10.672946,10.099249,9.568723,10.396912,11.361441,10.456806,10.151038,10.981224,11.281652,10.681323,11.321305,10.634539,11.11039,10.567084,10.085178,9.941482,10.248049,9.588066,9.353411,11.448694,11.024408
